Strategy,Rebalance_Date,Evaluation_Date,Forward_Period_Return,Preference_Score,Score_Return_CAGR,Score_Return_Div,Score_Risk_Vol,Score_Risk_MaxDD,Score_Cost,Score_Liq_Volume,Score_Liq_AUM,Score_Div_Score,Score_FinBERT,Portfolio_Volatility,Raw_Return_CAGR_%,Raw_Dividend_Yield_%,Raw_Expense_Ratio_%,Raw_Liquidity_Volume_M,Raw_Liquidity_AUM_B,Raw_FinBERT_Score,Raw_Portfolio_Volatility_%,Raw_Portfolio_MaxDD_%,Raw_Sector_HHI
Preference_Driven,2019-07-01,2019-09-30,-0.000795496281008834,0.5061338060572781,0.4503268913351158,0.22828306286768696,0.6873219315678449,0.8890545961674118,0.9598602175710773,0.47286511125643066,0.8502157272621609,0.6548813663171823,0.0,0.1487891750550741,16.143158181556423,1.0087828548123086,0.06161007866277658,3.230407968238996,86.6191506616937,0.0,14.878917505507413,-22.1418831089957,0.3451186336828177
EqualWeight,2019-07-01,2019-09-30,0.01496523264490568,0.4611138886227183,0.3882267875833789,0.40731805121964215,0.8451630142745654,0.5007799957267024,0.8919537414011596,0.32364867681287335,0.6327139601855317,0.8787618603181834,0.0,0.11406413685959561,11.854132543805754,1.7999384683395987,0.11508642864658676,4.697299026597396,60.41153779181454,0.0,11.406413685959564,-17.62889284412823,0.12123813968181663
MaxSharpe,2019-07-01,2019-09-30,0.021974890166016836,0.4900169766792002,0.46673785029024495,0.2668170812461753,0.8023473637812292,0.5453514018636778,0.8425140623370331,0.5002750477711079,0.6335134368860454,0.6711109338761087,0.0,0.12348357996812959,17.276602724258247,1.1790646820268487,0.1540201759095864,8.498824314578261,68.14911200612897,0.0,12.348357996812961,-16.379006361107145,0.32888906612389135
VT,2019-07-01,2019-09-30,-0.0028742569995823253,0.48227381098971167,0.35676235537089457,0.411857886399638,0.8237064637519911,1.0,0.9619047619047618,0.35013630490632075,0.9184835516853215,0.833429614233,0.0,0.11878457797456196,9.681,1.82,0.06,1.5196549071618037,76.01,0.0,11.878457797456196,-19.97257124795976,0.16657038576699998
VOO,2019-07-01,2019-09-30,0.01202842523550851,0.5218732975857723,0.4101993996494951,0.26929169495360944,0.784750648630483,1.0,1.0,0.48749499768051885,1.0,0.82651345463,0.0,0.12735485730129373,13.3717,1.19,0.03,2.617830106100796,994.36,0.0,12.735485730129373,-19.476775103229084,0.17348654537
Preference_Driven,2019-09-30,2019-12-31,0.10238521831716252,0.4494639434659778,0.3717032150689058,0.1428625964223724,0.7174939006543934,0.7454511588628996,0.9818607479798193,0.28866855722459256,0.616061668999379,0.7755037349202544,0.0,0.14215134185603345,18.187717219475378,0.6313098135904636,0.0442846609658923,1.5694480589355808,39.258807736477515,0.0,14.215134185603345,-21.34768439294771,0.2244962650797456
EqualWeight,2019-09-30,2019-12-31,0.07083416335305559,0.4193869772607075,0.2998074260059356,0.46027048955364225,0.8661940574069878,0.5546507627125112,0.8878767875310556,0.35320818817333743,0.639474968765681,0.8942265472796433,0.0,0.10943730737046267,12.331706293259435,2.033935293337545,0.11829702981929369,4.785708291296128,60.53183587249105,0.0,10.943730737046266,-16.7609871231351,0.10577345272035667
MaxSharpe,2019-09-30,2019-12-31,0.05163542799808751,0.4645455110988926,0.34663758223453134,0.40564246284609373,0.9149639852637254,1.0,0.9263048629930969,0.5064585316251193,0.5383672878825787,0.7959010748167442,0.0,0.09870792324198042,16.146086942324484,1.7925340433168881,0.08803492039293614,10.944174562252437,22.497773795215693,0.0,9.870792324198042,-11.950590717355048,0.2040989251832558
VT,2019-09-30,2019-12-31,0.09546661172462811,0.45124702880892753,0.29893075212970255,0.411857886399638,0.8238881462742003,1.0,0.9619047619047618,0.3655666144215399,0.9184835516853215,0.833429614233,0.0,0.11874460781967593,12.2603,1.82,0.06,1.593975331564987,76.01,0.0,11.874460781967592,-19.97257124795979,0.16657038576699998
VOO,2019-09-30,2019-12-31,0.09349802539672036,0.4791596755428311,0.33207568033746515,0.26929169495360944,0.7823556396229736,1.0,1.0,0.49497847826153474,1.0,0.82651345463,0.0,0.12788175928294582,14.96,1.19,0.03,2.632352122015915,994.36,0.0,12.788175928294581,-19.476775103229073,0.17348654537
Preference_Driven,2019-12-31,2020-03-31,-0.17500409271122586,0.6391547809720746,0.7310696388318612,0.20625550521773903,0.3436508847976687,0.7880535382179177,0.9579522104021077,0.5923866838239499,0.8520308456075225,0.6036277147209264,0.0,0.2243968053445129,9.054327375075054,0.9114430775571886,0.06311263430834012,12.346428140525756,82.31332378028301,0.0,22.439680534451295,-33.43683797612764,0.39637228527907364
EqualWeight,2019-12-31,2020-03-31,-0.22311061214340633,0.5780079718317186,0.6277969606563978,0.45441296993263147,0.4806596776841682,0.41432880116577187,0.9033287972510657,0.4113606699054173,0.6630879353370915,0.8908134940352417,0.0,0.19425487090948299,2.1994098178524784,2.0080509141322986,0.10612857216478577,6.413696977178388,65.22585529066566,0.0,19.4254870909483,-36.19161195449301,0.10918650596475836
MaxSharpe,2019-12-31,2020-03-31,-0.12797087577454036,0.6551762597214301,0.7563818009533463,0.34011671782139496,0.44260946074959473,0.5996253784486056,0.9283786591082677,0.8756777979036767,0.7332791888022472,0.6018774494647026,0.0,0.20262591863508914,10.734469573411673,1.502975776052744,0.08640180595223915,24.36896309702462,62.66416970684605,0.0,20.262591863508916,-32.950358459753275,0.3981225505352974
VT,2019-12-31,2020-03-31,-0.2173401565664148,0.6066300366178579,0.6111946449734952,0.411857886399638,0.48102378211994246,1.0,0.9619047619047618,0.3811883134726871,0.9184835516853215,0.833429614233,0.0,0.19417476793361266,1.0974,1.82,0.06,1.7904180132450331,76.01,0.0,19.417476793361267,-34.236215896949105,0.16657038576699998
VOO,2019-12-31,2020-03-31,-0.19284749734374562,0.6490301897779052,0.6713767498731893,0.26929169495360944,0.4236512207327694,1.0,1.0,0.5187814169602515,1.0,0.82651345463,0.0,0.20679673143879074,5.0921,1.19,0.03,3.0383433112582785,994.36,0.0,20.679673143879075,-33.992995068668826,0.17348654537
Preference_Driven,2020-03-31,2020-06-30,0.24854364265998452,0.51502407569357,0.522676619736799,0.24036902459721304,0.2894161783594784,0.5428530260403228,0.9883624133657976,0.348559581529949,0.6932580239369694,0.8442947367670472,0.0,0.23632844076091475,9.819266919346179,1.0621907196950844,0.03916459947443432,2.0356770515780958,41.93906553313133,0.0,23.632844076091473,-36.880338036835056,0.15570526323295275
EqualWeight,2020-03-31,2020-06-30,0.1855474226107494,0.48701197969612753,0.4883487595434167,0.4191992660557784,0.40941000529181426,0.467452510871748,0.8764858771239474,0.3027713105909221,0.5706069418132647,0.870838296626636,0.0,0.20992979883580087,7.14289081615058,2.099002031534464,0.12726737176489136,5.012973254010888,58.98667213701268,0.0,20.992979883580094,-34.42376233654661,0.12916170337336397
MaxSharpe,2020-03-31,2020-06-30,0.24503299656461697,0.5446954622925403,0.6201167382082365,0.15662230104252634,0.3355505741020004,0.2796058311917322,0.9780295899083657,0.4182166918910302,0.5479996570712921,0.7566113906978917,0.0,0.22617887369755987,17.4161984816513,0.6921139483069239,0.047301697947161735,3.44327940281765,33.55698789746039,0.0,22.61788736975599,-31.238241384389813,0.2433886093021083
VT,2020-03-31,2020-06-30,0.20190145610042287,0.5265985851760712,0.4718196932001279,0.411857886399638,0.40079038172859305,1.0,0.9619047619047618,0.39391715453534176,0.9184835516853215,0.833429614233,0.0,0.2118261160197095,5.8542,1.82,0.06,1.920487549668874,76.01,0.0,21.18261160197095,-34.236215896949105,0.16657038576699998
VOO,2020-03-31,2020-06-30,0.20640997599382294,0.5698911620874838,0.533162500724393,0.26929169495360944,0.3412347438990627,1.0,1.0,0.5387740806222934,1.0,0.82651345463,0.0,0.22492835634220618,10.6368,1.19,0.03,3.328004635761589,994.36,0.0,22.49283563422062,-33.99299506866883,0.17348654537
Preference_Driven,2020-06-30,2020-09-30,0.07813331488384323,0.4819195887173707,0.4735773686880407,0.2680898073978408,0.23627384559274,0.5234494673654231,0.996012641042252,0.3107626491167663,0.657276083952969,0.8526330158544083,0.0,0.24801975396959716,8.362455858626372,1.1846888588910582,0.03314004517922668,2.0153420721942474,83.66683308743286,0.0,24.801975396959715,-38.207582756770606,0.1473669841455917
EqualWeight,2020-06-30,2020-09-30,0.07724296707196054,0.4781916120431671,0.4719512306433586,0.41813520916948566,0.4000227451403148,0.481350909250546,0.8671429860166646,0.3210128007600135,0.5634241183692416,0.8697075721248096,0.0,0.21199499606913075,8.230763832549611,2.1126036103093235,0.1346248985118767,5.340661441778801,64.83443923002247,0.0,21.199499606913076,-34.17322673229452,0.13029242787519035
MaxSharpe,2020-06-30,2020-09-30,0.12807026287677292,0.5626545205005347,0.6352837064839001,0.12269695851931814,0.27234145500396734,0.7577766321607532,0.9874601311173408,0.30180819217148047,0.4930774458326063,0.7262528912008237,0.0,0.2400848798991272,21.45816770389846,0.5421978596968668,0.03987514674509413,2.2506702975205353,94.95391262619195,0.0,24.008487989912723,-32.145416733549645,0.27374710879917635
VT,2020-06-30,2020-09-30,0.08841298286129162,0.5166354781503911,0.4544470996223161,0.411857886399638,0.3836852158164128,1.0,0.9619047619047618,0.4028587092898521,0.9184835516853215,0.833429614233,0.0,0.21558925252038916,6.8132,1.82,0.06,1.9754129801324503,76.01,0.0,21.55892525203892,-34.236215896949126,0.16657038576699998
VOO,2020-06-30,2020-09-30,0.09332487229957809,0.5621398315384339,0.519597813807169,0.26929169495360944,0.32167534904910033,1.0,1.0,0.5525184205807221,1.0,0.82651345463,0.0,0.22923142320919793,12.0894,1.19,0.03,3.4574184105960266,994.36,0.0,22.923142320919794,-33.99299506866886,0.17348654537
Preference_Driven,2020-09-30,2020-12-31,0.18813061764161154,0.4716553494654361,0.45158016774027504,0.35478168720881026,0.21287362776143326,0.5767943284447506,0.9420011449211882,0.49189089387663965,0.7296712820271747,0.7562469335672553,0.0,0.25316780189248467,13.948124497745518,1.5677802757757324,0.07567409837456418,10.57008745551726,61.13566710453716,0.0,25.316780189248473,-37.25888928436534,0.24375306643274475
EqualWeight,2020-09-30,2020-12-31,0.15370759409240087,0.4494249953911098,0.4182907366668683,0.41862989770547665,0.36998430736429266,0.4716773103961297,0.8691958325803057,0.3553479292541105,0.5898032754157876,0.8656465747380102,0.0,0.2186034523798556,11.269671381113262,2.1045883997710515,0.13300828184300922,6.141956008392065,67.20652575220988,0.0,21.860345237985563,-34.35220733245094,0.1343534252619898
MaxSharpe,2020-09-30,2020-12-31,0.10494024743330033,0.517233199594729,0.5882126947214505,0.1177303756422374,0.1693480254090748,0.5537453837561124,0.9693079004428387,0.5638839558113679,0.6637115689871543,0.47716375777603903,0.0,0.26274343441000353,24.941518074195663,0.520250529963047,0.0541700284012645,12.175438993221942,98.54466513008617,0.0,26.274343441000354,-31.4304093039331,0.522836242223961
VT,2020-09-30,2020-12-31,0.15994013006985708,0.4858940853884014,0.3998221879506516,0.411857886399638,0.3666126699580555,1.0,0.9619047619047618,0.40597742829672295,0.9184835516853215,0.833429614233,0.0,0.21934521260922776,9.7837,1.82,0.06,2.024298148148148,76.01,0.0,21.93452126092278,-34.23621589694909,0.16657038576699998
VOO,2020-09-30,2020-12-31,0.12491256579986021,0.5231160170264388,0.44997905917069225,0.26929169495360944,0.30337655143953013,1.0,1.0,0.5561472289516346,1.0,0.82651345463,0.0,0.23325715868330338,13.8193,1.19,0.03,3.5482309523809525,994.36,0.0,23.325715868330338,-33.99299506866885,0.17348654537
