ETF,DEA_Score,In_Risk,In_Cost,Out_CAGR,Out_Div,Out_Liquidity,Out_Diversity
IUSG,0.9567,0.4173056296541317,0.112388162422574,0.6764210019267822,0.2178329571106095,0.5097580825435166,0.3443281529363223
VB,0.956,0.4798555823164735,0.1,0.4473747591522158,0.372234762979684,0.6458696403555046,0.870217301609132
ILCG,0.9518,0.4447167276210301,0.112388162422574,0.6930394990366089,0.2015801354401806,0.180624133938317,0.3146458533901801
DGRO,0.9268,0.1898457378116256,0.1619408121128699,0.4191955684007706,0.5266365688487585,0.6434018692466819,0.8757378627424012
SPYV,0.9234,0.2536329604956114,0.112388162422574,0.4172687861271676,0.4697516930022574,0.6815002216290791,1.0
IUSV,0.9204,0.2618203612107383,0.112388162422574,0.4167870905587668,0.4677200902934537,0.5049710347868774,1.0
ACIO,0.9152,0.1248049447765731,1.0,0.4353323699421965,0.1853273137697517,0.1590281219737718,0.5462618621922706
SPSM,0.9101,0.5465205380844291,0.1,0.386921965317919,0.4230248306997743,0.5289323320718105,0.8882890936597441
VT,0.91,0.2558449002896164,0.1371644872677219,0.509995183044316,0.4697516930022574,0.759315526860511,0.7439499381103011
FCOM,0.9069,0.3949679891735512,0.1668960770818995,0.7368737957610789,0.3031602708803612,0.1343426586436029,0.1
SCHV,0.9067,0.2223855978478884,0.112388162422574,0.4297928709055877,0.5002257336343116,0.5342948475945128,0.9436927520286068
MGK,0.9058,0.4578218467861219,0.1247763248451479,0.7070086705202312,0.1792325056433408,0.4997838751148995,0.2970939348095172
VONE,0.8938,0.307687627890982,0.1371644872677219,0.56876204238921,0.3316027088036117,0.2801396149087624,0.7461903452069865
VOX,0.8931,0.3941125708364633,0.1743289745354439,0.7371146435452793,0.3133182844243792,0.2679017584284606,0.1
PPA,0.8918,0.2932156581238849,0.7813489332415693,0.8336946050096339,0.1812641083521445,0.2993563968329702,0.1149773071104387
GSUS,0.8844,0.3075117710775075,0.1495526496902959,0.5829720616570327,0.3316027088036117,0.182788946307418,0.6171008114427176
SPMD,0.8828,0.4418314986307339,0.1,0.4211223506743737,0.3783295711060949,0.5214045430050149,0.7809352221152522
