ETF,In_Risk,In_Cost,Out_CAGR,Out_Div,Out_Liquidity,Out_Diversity,Out_Sentiment
DFAI,0.20790238422130175,0.2858224363386098,0.4690510597302504,0.597742663656885,0.4850495639555007,,0.3632622572692673
ESGU,0.3166349840220579,0.24865794907088787,0.5579238921001927,0.3173814898419865,0.456908712597921,0.6829514509696052,0.3142118382278502
AVDE,0.21490399432851737,0.3477632484514799,0.4981936416184971,0.6485327313769752,0.4222074946185823,,0.30752687583623595
IWY,0.4463974262375989,0.31059876118375784,0.710621387283237,0.17923250564334087,0.4167989804724255,0.29719295832760273,0.7484470979021935
EFG,0.305292103728724,0.4840330350997938,0.3163535645472061,0.6241534988713319,0.47682938545631987,,0.21910544302377444
VTWO,0.5494070678698801,0.13716448726772196,0.46784682080924855,0.3559819413092551,0.5671284181904279,0.8283798652179891,0.6745020890507475
IWS,0.3461099330852362,0.3477632484514799,0.4293111753371869,0.40067720090293457,0.4093492941014839,1.0,0.19599044536318294
SPSM,0.5465205380844291,0.1,0.386921965317919,0.42302483069977437,0.5289323320718105,0.8882890936597441,0.1830391515745177
XLP,0.18398968275807825,0.16194081211286998,0.17545761078998073,0.6383747178329571,0.791299414578317,0.1,0.1
GSLC,0.30014712626770257,0.17432897453544394,0.5410645472061657,0.3153498871331829,0.39008237354048686,0.6818374363911428,0.24736549769205723
SCZ,0.2639832687490189,0.5583620096352376,0.3967967244701348,0.764334085778781,0.48029701266206065,,0.2272564347414475
ITA,0.32308370273110876,0.5335856847900896,0.7595134874759153,0.199548532731377,0.41488895775143153,0.10019804703617109,0.3650352826580059
DFUV,0.28680457337876747,0.32298692360633185,0.4550818882466281,0.4067720090293454,0.39087214492659944,0.9171792050612019,0.406517509993789
DFIC,0.2043199230882789,0.33537508602890587,0.48880057803468213,0.6018058690744921,0.4560967916614788,,1.0
SCHM,0.42394053432174555,0.112388162422574,0.4432803468208092,0.38645598194130926,0.4729081806823782,0.8901952963828907,0.3871554160726941
