Strategy,Cumulative_Return_%,CAGR_%,Annualized_Volatility_%,Sharpe,Max_Drawdown_%
Preference_Driven,52.59984895695051,8.313718118393076,15.345848414857857,0.3551685316600228,-27.231676956533548
VOO,108.2789125788981,14.870793342413947,16.660444934488083,0.6933230022634781,-24.520717987550544
