Date,Preference_Driven,VOO
2021-02-02,0.014315427455752872,0.014373894763035189
2021-02-03,0.0008366781898367925,0.0009976435020953023
2021-02-04,0.010621075943247016,0.011193684846950713
2021-02-05,0.004830031546977587,0.003999811381216523
2021-02-08,0.008838267262582189,0.007378591648170563
2021-02-09,0.00039224242513680174,-0.0008077015413653355
2021-02-10,-0.00037212697294519703,-0.00038996822776493634
2021-02-11,0.0012120170087970283,0.0016170644919213384
2021-02-12,0.005064665995885065,0.005094506846756497
2021-02-16,0.00010195707002069732,-0.0009421001052870581
2021-02-17,-0.0013244834109948922,0.00022211564237561987
2021-02-18,-0.0038953313225520425,-0.004268395404941061
2021-02-19,0.002086575568643445,-0.0018372455671690213
2021-02-22,-0.007340243922174361,-0.007864306478928995
2021-02-23,0.0003011183669123785,0.001265038510456895
2021-02-24,0.011889459572693717,0.01106064162154663
2021-02-25,-0.025667337637065746,-0.023989408377175114
2021-02-26,-0.004801956527970441,-0.005490536725648365
2021-03-01,0.025960094173177906,0.02440013615372494
2021-03-02,-0.008749016401781051,-0.007734847222049979
2021-03-03,-0.01275180485101246,-0.01319845609532666
2021-03-04,-0.013942409139320433,-0.012319430664582742
2021-03-05,0.01987181429211793,0.018334721701505075
2021-03-08,-0.0034652443192890736,-0.004905525000934885
2021-03-09,0.013219068109576959,0.013990309081358898
2021-03-10,0.008175955792558698,0.006182103811765982
2021-03-11,0.011340733876966214,0.01055672484066772
2021-03-12,0.0018054419179016623,0.0014092079340661812
2021-03-15,0.005550595486773613,0.0057955444959072455
2021-03-16,-0.0030281393279291136,-0.0011255016455227196
2021-03-17,0.0032884262348453763,0.003269276757779549
2021-03-18,-0.014452544729726124,-0.014702841856043869
2021-03-19,-0.0006739947811081892,-0.0017782394561147719
2021-03-22,0.008197607618682046,0.007905686952814905
2021-03-23,-0.008422615378820386,-0.007346702745087197
2021-03-24,-0.006156419047711692,-0.005536645974669074
2021-03-25,0.006982048038409294,0.005623419100650562
2021-03-26,0.018639283386481464,0.01631381811496957
2021-03-29,-0.0020715947633798137,-0.0006041438687139911
2021-03-30,-0.003865962557684788,-0.00255677610533267
2021-03-31,0.004942468931404376,0.0039683743971929974
2021-04-01,0.011454070281429196,0.010595771371652019
2021-04-05,0.014455383151454892,0.014422986617673939
2021-04-06,-0.0008674279729087297,-0.0005620755145162581
2021-04-07,0.00014988619516898005,0.0012590372294472019
2021-04-08,0.005904870889399838,0.0048699487863055335
2021-04-09,0.0064616440142839515,0.007189625589495874
2021-04-12,0.0011128999694900443,0.00044943656666851517
2021-04-13,0.0026244330531066673,0.0027216501488267486
2021-04-14,-0.0037918080312672187,-0.0032151383056210348
2021-04-15,0.010369107185439264,0.010734105656554638
2021-04-16,0.0038689258906077217,0.0035052864352351776
2021-04-19,-0.00649109187323782,-0.004926841066189902
2021-04-20,-0.006973830631961442,-0.007334644676555202
2021-04-21,0.010063024780622154,0.009394604887249525
2021-04-22,-0.010145150916541779,-0.009176585303994012
2021-04-23,0.012105518749428112,0.010660003742749335
2021-04-26,0.0019657761590010647,0.0021669448541838943
2021-04-27,-0.0014178221702083604,-0.0003124923691240067
2021-04-28,-0.003292274711819476,-0.0004692267051659149
2021-04-29,0.0051173330294966846,0.006674281722191866
2021-04-30,-0.006623790874803026,-0.006603972654156465
2021-05-03,0.0022328157240052438,0.002268307631628552
2021-05-04,-0.00470856714133705,-0.006087049038251191
2021-05-05,-4.474818590738394e-05,0.00018321262829057439
2021-05-06,0.00841069460327315,0.00813766147050421
2021-05-07,0.0064567817385252635,0.0071377823630109916
2021-05-10,-0.00971420348689378,-0.009793386066885623
2021-05-11,-0.007153435643949657,-0.008770705720065552
2021-05-12,-0.021726170062481343,-0.021346388373622793
2021-05-13,0.012587862679242612,0.011885581657175681
2021-05-14,0.014740569843607387,0.01535142334915851
2021-05-17,-0.0024660469972683785,-0.0024022381749528865
2021-05-18,-0.008715862471901481,-0.008638221015985104
2021-05-19,-0.002076318454842907,-0.0026405013603605365
2021-05-20,0.01132679905499856,0.01066909889219736
2021-05-21,-0.0013678163644853525,-0.0007598591749411465
2021-05-24,0.00965508796122827,0.010092822973084337
2021-05-25,-0.0025607991507219374,-0.0021022666476365748
2021-05-26,0.001194153847443813,0.0018205578907406483
2021-05-27,0.000994675234201825,0.0004411460540569845
2021-05-28,0.0021232398211783465,0.0019463949214630905
2021-06-01,-0.0012457677205542916,-0.0007770625068062031
2021-06-02,0.002335928338986548,0.0016846191182524617
2021-06-03,-0.002944303313172303,-0.0038033531582586377
2021-06-04,0.008750847450500698,0.009064577485218717
2021-06-07,-0.0013230049627148688,-0.0008495122390923537
2021-06-08,-0.0014708122643073418,0.00015459577089815824
2021-06-09,-0.0020450476713567145,-0.0015712978178774595
2021-06-10,0.006160683007882417,0.004618073766579522
2021-06-11,0.0022514646079510037,0.0017460571687699655
2021-06-14,0.0014991804026285305,0.0025124401663432216
2021-06-15,-0.003000315258246178,-0.0020970012680731065
2021-06-16,-0.006989557258478829,-0.005483547635454222
2021-06-17,0.0005064351761703278,-0.00036066661594291727
2021-06-18,-0.013343341127308284,-0.01327438039009321
2021-06-21,0.012877021263717259,0.014001393084847269
2021-06-22,0.005180855345004787,0.005306863436432829
2021-06-23,-0.0025711534447901974,-0.0010760941235080645
2021-06-24,0.0057456471408143805,0.005720549063748637
2021-06-25,0.004658155663588515,0.0036984064525367177
2021-06-28,0.0024193350692589544,0.002083801832686083
2021-06-29,1.2563670453547005e-05,0.000440263213735248
2021-06-30,0.002820700803685794,0.0009157798260259753
2021-07-01,0.0037048276121345314,0.005641215100667285
2021-07-02,0.006469906573932205,0.007606149463800005
2021-07-06,-0.0021060532206319538,-0.0018809167228667212
2021-07-07,0.003249482723635122,0.003442124955323811
2021-07-08,-0.008050588255601787,-0.007962553254691751
2021-07-09,0.011126146089505129,0.010550558555587619
2021-07-12,0.0025450209044910466,0.0036217089770462785
2021-07-13,-0.0034843198122797014,-0.003384771058309477
2021-07-14,0.001268596695927604,0.0013735471618918638
2021-07-15,-0.0020633409064904074,-0.0032168921127497807
2021-07-16,-0.00730100346230711,-0.007780464312654112
2021-07-19,-0.01437139791837061,-0.014951954558418135
2021-07-20,0.014451765838605413,0.01412948139703274
2021-07-21,0.0074837763664949986,0.008404750380611947
2021-07-22,0.00030293410161164047,0.0021275769503230624
2021-07-23,0.011283982328972542,0.00999047217281368
2021-07-26,0.0018733851365158039,0.002546881159008141
2021-07-27,-0.005019360145428142,-0.0044398176537417955
2021-07-28,0.0003832673795252095,-0.0005450499791002095
2021-07-29,0.0036817109308682205,0.004313303800102419
2021-07-30,-0.004910786606837303,-0.004886965048291225
2021-08-02,-0.001861613632249015,-0.0020339337343028285
2021-08-03,0.00853552693245696,0.008077625611925043
2021-08-04,-0.005751100003871246,-0.004783128776029821
2021-08-05,0.006830685592262853,0.00624304829786726
2021-08-06,0.0001609233190891235,0.001723478765207176
2021-08-09,-0.00029026712196200677,-0.0009584009203474908
2021-08-10,0.0015555857062612422,0.00125471835253399
2021-08-11,0.0019068234435439813,0.002407735379608811
2021-08-12,0.003113732924469037,0.0029172509081580866
2021-08-13,0.0023447179641593596,0.0019795985670763017
2021-08-16,0.002614112305648897,0.0023907117430748137
2021-08-17,-0.007300820978004441,-0.006594664369036662
2021-08-18,-0.011577907018777145,-0.01075386426365843
2021-08-19,0.0019030578971843681,0.00141130788503685
2021-08-20,0.007942220795381205,0.007912749356723925
2021-08-23,0.009263112227246406,0.008856709287436537
2021-08-24,0.0007232910570880158,0.0015805044953192127
2021-08-25,0.0016856614984024354,0.0018455061319004873
2021-08-26,-0.005491059948735333,-0.005840659488538624
2021-08-27,0.008837994046984932,0.008872974008514722
2021-08-30,0.004428778935459121,0.0045910681149052834
2021-08-31,-0.0007054973624774918,-0.0017077232820496002
2021-09-01,-0.0004547810395852947,0.001060132183239526
2021-09-02,0.0029127141652876,0.00298442412516553
2021-09-03,0.0011483069041400285,-0.0003841408835318916
2021-09-07,-0.005607125317549699,-0.003696649978095934
2021-09-08,-0.0010449770336160569,-0.0009636956298981758
2021-09-09,-0.0042323063201941125,-0.004485960311008674
2021-09-10,-0.006764338466476838,-0.0077283529517522265
2021-09-13,0.001488667448069192,0.0023439643237657126
2021-09-14,-0.004304127674004454,-0.005188389820151906
2021-09-15,0.008069255267952213,0.00834950198422546
2021-09-16,-0.002402340082878207,-0.0017240614881686156
2021-09-17,-0.00902448847387538,-0.00980289492957509
2021-09-20,-0.016104966527074827,-0.01633552383474146
2021-09-21,-0.0008793030836251603,-0.0009741166551595626
2021-09-22,0.009544780030741329,0.009649092009141658
2021-09-23,0.011789912479225562,0.012082119139745107
2021-09-24,0.0016109779013484538,0.0016634507790205255
2021-09-27,-0.0014700097536713974,-0.0028330139538342847
2021-09-28,-0.02066533685209504,-0.0199851970984265
2021-09-29,0.001820007669182111,0.0015744750878989855
2021-09-30,-0.011215571449191497,-0.012666955725150975
2021-10-01,0.011945621002516615,0.011967261831059117
2021-10-04,-0.012544420138701828,-0.012301869400922927
2021-10-05,0.00951573184855481,0.009715766567565343
2021-10-06,0.00414081047602588,0.004446714268631302
2021-10-07,0.008591682857143512,0.00860406668408209
2021-10-08,-0.0020478510409267514,-0.001884688152090086
2021-10-11,-0.006184310156987172,-0.007279667453706007
2021-10-12,-0.002612848305400539,-0.002002233721370539
2021-10-13,0.004710723851535148,0.0032098541665646074
2021-10-14,0.016381506241187838,0.016798324480866267
2021-10-15,0.006405020047012044,0.007793375110903611
2021-10-18,0.0032023148676854074,0.003049324077747162
2021-10-19,0.007971138734732541,0.007782522322365315
2021-10-20,0.00373250167054473,0.0038852133968247937
2021-10-21,0.0016358235975628688,0.002452132083924141
2021-10-22,-0.0018326095201680603,-0.0010072775058115324
2021-10-25,0.005254234445082551,0.005185027495564487
2021-10-26,-0.00026495967196815684,0.0009549666702404203
2021-10-27,-0.006027893613064217,-0.004341912143932092
2021-10-28,0.00928756123623331,0.009776409489576476
2021-10-29,0.0020350426476762884,0.0017797528602592205
2021-11-01,0.0014783551050288057,0.0021082027727528097
2021-11-02,0.0046879530746006814,0.0038765440801533657
2021-11-03,0.006260645605339121,0.006028128403926303
2021-11-04,0.004155181066565206,0.004681058458252174
2021-11-05,0.0037539498367646917,0.003401203436243838
2021-11-08,0.0005999263799887355,0.0012070669769108644
2021-11-09,-0.003479673227706037,-0.003501475740018023
2021-11-10,-0.007390866199334489,-0.008051712913356157
2021-11-11,0.0013355491792104157,0.0003284221994159786
2021-11-12,0.007608804264010116,0.00743433540733851
2021-11-15,0.0001457937693605249,0.00046572181348514263
2021-11-16,0.0049562081365299715,0.0038158533358452207
2021-11-17,-0.002763246627515259,-0.00241082072575316
2021-11-18,0.0022824926195450512,0.0034621760275987956
2021-11-19,-0.0015112112785294896,-0.0018755498529579029
2021-11-22,-0.00406030328038276,-0.002644555741599053
2021-11-23,0.00021078042901612193,0.0013024595121686744
2021-11-24,0.0018307335347826914,0.002462446536949603
2021-11-26,-0.019820443467880144,-0.02175970546463446
2021-11-29,0.011263148904503861,0.012081267248968519
2021-11-30,-0.01782714054445289,-0.019146148309781008
2021-12-01,-0.012690852671934483,-0.011501932526657321
2021-12-02,0.013720681102294296,0.015256725637982749
2021-12-03,-0.008022268578841807,-0.00884522174094049
2021-12-06,0.010781991362498244,0.0119469888103787
2021-12-07,0.019945425379452875,0.02055396798138398
2021-12-08,0.002631691607289044,0.002810744112097696
2021-12-09,-0.007482770960241969,-0.006810407753424452
2021-12-10,0.009803869598405734,0.009539022663626273
2021-12-13,-0.008483571174023874,-0.008871317792374933
2021-12-14,-0.00674676297396859,-0.0068065165042012765
2021-12-15,0.01612404772329401,0.015630501357001503
2021-12-16,-0.007715817237176847,-0.00903526694922241
2021-12-17,-0.008219935634556919,-0.010376591577926253
2021-12-20,-0.00956940760321856,-0.010815647096927838
2021-12-21,0.01622709514762488,0.017747052827803422
2021-12-22,0.008714405516027313,0.010101256404820624
2021-12-23,0.006643742445396672,0.0061630008720658935
2021-12-27,0.01379090261601057,0.014261137106172717
2021-12-28,-0.0010903372683904733,-0.0007519338901379458
2021-12-29,0.0011975650707038987,0.0012086453429314137
2021-12-30,-0.0028687732017372847,-0.0028244523716688397
2021-12-31,-0.0018516458347203057,-0.0027411643316680445
2022-01-03,0.005671973985039491,0.006138617377819733
2022-01-04,-0.004803152865192506,-0.0004096342247731366
2022-01-05,-0.02520660120045004,-0.019154166114427662
2022-01-06,-0.0015863661438811905,-0.0013468122518413006
2022-01-07,-0.006670508707172784,-0.0034646050798218253
2022-01-10,-0.0007422074747693852,-0.001306468510112735
2022-01-11,0.009872806785102162,0.008761197794149744
2022-01-12,0.002738096424298231,0.0029875147471305485
2022-01-13,-0.018904213600237085,-0.013785209325172354
2022-01-14,0.003206872278891826,0.0003044782299583826
2022-01-18,-0.02027380994840544,-0.0175316662713475
2022-01-19,-0.011471175131306022,-0.010506658093693333
2022-01-20,-0.013313759861713792,-0.011003023679829638
2022-01-21,-0.0207633898257229,-0.019646762909386828
2022-01-24,0.005666346840071057,0.004171894187855685
2022-01-25,-0.01636714459049904,-0.012142252529589115
2022-01-26,-0.0010838967845280267,-0.0022529190746986005
2022-01-27,-0.007004777000122808,-0.005068549987930271
2022-01-28,0.03156529957368037,0.024512238327270897
2022-01-31,0.022106098755399817,0.018288892740949025
2022-02-01,0.007164091705022413,0.0065265056421519585
2022-02-02,0.007365788176660226,0.009534289961511622
2022-02-03,-0.024177053016434247,-0.023241913227577293
2022-02-04,0.004867101882763958,0.004700734171234844
2022-02-07,-0.0027500668971838227,-0.003296923382623884
2022-02-08,0.008732525460787732,0.008099084658822697
2022-02-09,0.012985077950571133,0.01466860102666745
