Year,Preference_Driven,EqualWeight,MaxSharpe,VT,VOO
2019,0.09891182240563312,0.08656919044735445,0.07459401496579687,0.09188978057780339,0.10637291944972183
2020,0.07456814903346598,0.13908460730443917,0.3548958981812742,0.1821018542876578,0.19417236259349435
2021,0.23297790226419046,0.24085990496138532,0.21397831176711635,0.19842250434682884,0.2971655796173547
2022,-0.07536901327738044,-0.1135348192074832,-0.22106576169039616,-0.1586900901687831,-0.16775232371537885
2023,0.1472360777674251,0.1534558344629402,0.05006797539050711,0.22586778224336967,0.26597848437800864
2024,0.11186993305960935,0.17144816515206363,0.2700341715504846,0.17323176502713578,0.25280081299034807
2025,0.18678318612673306,0.1279266147579532,0.08001582489676995,0.2269719659674967,0.18267279035143646
2026,0.12418721479734707,0.10273874742059674,0.08847954396690949,0.10006079983565819,0.09383169518404455
