ETF,DEA_Score,In_Risk,In_Cost,Out_CAGR,Out_Div,Out_Liquidity,Out_Diversity
FDIS,0.4723,0.5196677640776906,0.16171428571428578,0.48210370316677487,0.2608961303462322,0.12515164162855003,0.10162657283294768
XMMO,0.4722,0.466816523047309,0.46571428571428597,0.8020686056107057,0.24460285132382895,0.28263027903816196,0.49610745238714626
QDF,0.4708,0.27200719550909125,0.5114285714285718,0.5392681928093563,0.44419551934826884,0.1356158855737093,0.47673644864931475
DSI,0.4656,0.33762899577552524,0.35142857142857165,0.5832811494236421,0.3036659877800407,0.22824046832728606,0.47467858756520664
PWB,0.465,0.40716242759178506,0.6942857142857148,0.7949144786403323,0.1,0.13020612708884938,0.418993113079672
SUSA,0.4647,0.3040874914173102,0.35142857142857165,0.5513178258215254,0.2975560081466395,0.2129276357854914,0.5525199556389228
IGM,0.4637,0.542171666612747,0.5114285714285718,0.891980357672847,0.13665987780040734,0.3417697411649108,0.13864342730396922
KBWB,0.4612,0.5496229266042241,0.46571428571428597,0.8589096519649715,0.5623217922606926,0.3656655866214851,0.1
XNTK,0.4601,0.5960126742010114,0.46571428571428597,0.8992167159877076,0.1509164969450102,0.13170875478706123,0.15023891999945233
VCR,0.4571,0.5205389235740024,0.16857142857142865,0.4810758113606868,0.2629327902240326,0.23614374525112347,0.10161425031148597
IYG,0.4566,0.34314329126818993,0.5000000000000003,0.6548607937548037,0.3403258655804481,0.12826980097140517,0.1
IWM,0.4397,0.5243948407886929,0.28285714285714303,0.4694482992502177,0.3077393075356416,0.9707621128501813,0.8489135643577913
VHT,0.4277,0.25051181973955416,0.16857142857142865,0.28351500623054715,0.45030549898167005,0.3653993233726026,0.1
IYW,0.4245,0.5450135054007647,0.5000000000000003,0.8110044117116318,0.13054989816700613,0.4884288040238124,0.1439790790968961
XT,0.4223,0.4066908617882389,0.5914285714285719,0.4488301601424979,1.0,0.20102958902165652,0.4264852061284007
SMH,0.4181,0.8546118670129272,0.46571428571428597,1.0,0.1590631364562118,0.8640654866758607,0.11132439722332517
RDVY,0.4126,0.33366332625381134,0.6028571428571433,0.5789996374206829,0.309775967413442,0.4769202412393211,0.5941331106151676
SMLF,0.4121,0.4859306029621158,0.23714285714285727,0.5317193553854451,0.33828920570264764,0.19911384785096906,0.8631337541246218
XME,0.4066,0.6979201827737973,0.46571428571428597,0.8684347827013882,0.17128309572301426,0.41739475814809723,0.16970850390897763
SLYV,0.4045,0.5485836639726267,0.23714285714285727,0.38798992940134525,0.5093686354378819,0.23077501675727485,0.9068170927064365
VAW,0.4019,0.4034608819165585,0.16857142857142865,0.3898922145038123,0.38716904276985753,0.1649386735256616,0.1
AIRR,0.3987,0.6003983751017834,0.8542857142857149,1.0,0.1325865580448065,0.33228846472781987,0.14508810602845132
IXN,0.3975,0.5304886117100369,0.5114285714285718,0.7554845489587915,0.16924643584521387,0.3070777345735617,0.1
TDIV,0.3944,0.4369629873499866,0.6371428571428576,0.7203909521765344,0.40549898167006115,0.21217353592580512,0.12287059983296138
MDYV,0.3931,0.4049772007253176,0.23714285714285727,0.41223721184576023,0.4808553971486763,0.16971377140920751,0.7938688609882663
SOXX,0.3895,0.9510182029532808,0.45428571428571474,0.9726794581076224,0.2038696537678208,0.7181857185028098,0.10776318852088668
DON,0.3879,0.3585300602489615,0.5000000000000003,0.42321235528996526,0.5908350305498983,0.200587933899538,0.8402631542916604
