Year,Preference_Driven,EqualWeight,MaxSharpe,VT,VOO
2019,0.10098773669238303,0.08656919044735534,0.07459401496579687,0.09188978057780339,0.10637291944972183
2020,0.239599495897167,0.1398651256683141,0.354895898181276,0.1821018542876578,0.19417236259349435
2021,0.2610860510019162,0.23879842476015,0.2101077816965351,0.19842250434682884,0.2971655796173547
2022,-0.16204848856487575,-0.11684456029789725,-0.2210099740398377,-0.1586900901687831,-0.16775232371537885
2023,0.2616580595274032,0.15148037657716107,0.0500578484762233,0.22586778224336967,0.26597848437800864
2024,0.17103765203253163,0.1718163223154081,0.26998230834710824,0.17323176502713578,0.25280081299034807
2025,0.22499439023170376,0.12799009401593353,0.07927684522678313,0.2269719659674967,0.18267279035143646
2026,0.09692460640700729,0.10256418585077642,0.08164346721984606,0.10006079983565819,0.09383169518404455
