ETF,In_Risk,In_Cost,Out_CAGR,Out_Div,Out_Liquidity,Out_Diversity,Out_Sentiment
MGV,0.16901051042010748,0.12285714285714289,0.5388433308628399,0.519551934826884,0.33342334742071,0.8809767652011994,0.5712559873845171
VSS,0.24487420130365362,0.1342857142857143,0.49425475483714476,0.7822810590631365,0.34389749559202065,,0.5249446998046965
NOBL,0.21048369431174657,0.46571428571428597,0.3178548156883396,0.5358452138492872,0.3659239829941655,0.8408299902788998,0.6075015379821138
VLUE,0.29804934693515456,0.23714285714285727,0.6169082872292134,0.5073319755600815,0.39314946744340873,0.48043320508783227,0.7932515225351319
ACWX,0.22005361486920227,0.4314285714285717,0.5351346972264739,0.6661914460285132,0.4396861611850266,,0.6527180509401168
EWZ,0.6285003610048947,0.7400000000000005,0.6419011338636443,0.9798370672097761,0.731230315316046,,0.7307565260140608
IGF,0.20477308449574783,0.5114285714285718,0.5465840414238876,0.7028513238289207,0.36304228172781633,,0.19815447519214702
VDE,0.4434696301364752,0.16857142857142865,0.6208937663920191,0.5623217922606926,0.3441597203439657,0.1,0.6044822037336027
IGV,0.6766290743792227,0.5114285714285718,0.37564700459383893,0.1,0.6562589965239818,0.10804660651450634,0.46852705639625947
IJK,0.45707409701479385,0.2600000000000002,0.4709174992717198,0.2262729124236253,0.33269821559910573,0.658974218546764,0.3726569077559968
GDXJ,0.8790076951444801,0.648571428571429,1.0,0.5541751527494908,0.5843009013240748,,0.8235725242517616
FNDA,0.4785309751040207,0.35142857142857165,0.4328827614016425,0.3464358452138493,0.3601727361807627,0.9574010433068171,0.6599366002133027
SCHH,0.3121856840808967,0.14571428571428577,0.2968118146341033,0.7171079429735234,0.5953753069461755,,0.1683344392476917
EZU,0.27093656595458926,0.6371428571428576,0.5194641440120582,0.6947046843177189,0.4705417469488997,,0.40113265330793757
QLD,1.0,1.0,1.0,0.13869653767820775,0.6680761449521349,0.3243191806892397,0.1
FNDE,0.31750207850861156,0.5114285714285718,0.6349142106270613,0.9228105906313646,0.37341174375973524,0.82182866218492,0.7711548700975981
AIRR,0.6003983751017834,0.8542857142857149,1.0,0.1325865580448065,0.33228846472781987,0.14508810602845132,0.91427247401549
CIBR,0.4464280682858603,0.728571428571429,0.5014198459867831,0.2323828920570265,0.4044309572963749,0.1165984364089434,0.5090356516342908
ONEQ,0.45332259276142695,0.3057142857142859,0.7119430520528981,0.2690427698574338,0.3267357813957878,0.3357051905198735,0.3299665001974528
PRF,0.2268387207602933,0.45428571428571474,0.5793285627986312,0.41771894093686357,0.325735715180552,1.0,0.8004197818080223
VPU,0.3102812130917421,0.16857142857142865,0.4930486951180013,0.6234215885947046,0.2906210977961894,0.1,0.8564234998294116
MGC,0.31051525415700765,0.12285714285714289,0.6529036877560118,0.3077393075356416,0.29434125152265206,0.4945671372044307,0.5144573005123025
IEUR,0.23411757876999384,0.1800000000000001,0.4962584585978125,0.7130346232179225,0.37400389901928793,,0.4238559965183847
DBEF,0.20646951058416152,0.46571428571428597,0.5645543312391244,1.0,0.3435457408536862,,0.33042684712323467
VIGI,0.20419268165313995,0.14571428571428577,0.3488834430081201,0.5623217922606926,0.3045135830151251,,0.47199126372430766
GRID,0.3913392120337299,0.7057142857142863,0.6661703446665893,0.28737270875763754,0.3159264050300513,,0.30309229773184576
RWL,0.19244534980436956,0.5114285714285718,0.5663305282800448,0.3810590631364562,0.2907095675769822,0.979396744115996,0.2498816089576377
IGM,0.542171666612747,0.5114285714285718,0.891980357672847,0.13665987780040734,0.3417697411649108,0.13864342730396922,0.4908558165274648
XBI,0.7039436312175116,0.46571428571428597,0.6353144031702317,0.17128309572301426,0.6557538842524635,0.12464504292344976,0.957400017730449
IDV,0.1817553641966971,0.6371428571428576,0.7413626860655487,1.0,0.35507047818302284,,0.6884162142268047
PPA,0.2858619267896262,0.728571428571429,0.8794729701763666,0.18146639511201632,0.2834518200596705,0.11491025096868711,0.8075861068501322
IJJ,0.40763424084541383,0.2714285714285716,0.41133540810121894,0.46048879837067214,0.28660402556991027,0.7918356449470816,0.3740089350716337
IBB,0.46163355006465884,0.5685714285714291,0.3790486412107865,0.14684317718940937,0.4153356925917366,0.1,0.7523928315258127
QYLD,0.26830030064213045,0.7514285714285719,0.47015000672317386,1.0,0.5724351476722953,0.32221202951928474,0.3531037687949474
IOO,0.3162611901527473,0.5228571428571432,0.7030099869967881,0.2955193482688391,0.28945465965408834,0.3720196612675767,0.5130743255041761
VPL,0.29291249811867015,0.14571428571428577,0.5766176694753747,0.7720977596741344,0.34279860441860377,,0.5691670181414729
VDC,0.14297082605391326,0.16857142857142865,0.3252720829610716,0.5378818737270876,0.2701786570247513,0.1,0.6373138370034467
FTCS,0.1468585049835856,0.6600000000000005,0.3816718210999235,0.32606924643584523,0.2965079883927098,0.7555581417637636,0.4730744329614417
EWT,0.5183105714473774,0.7400000000000005,0.7694940290145686,0.385132382892057,0.5384253775609549,,0.6014976856391424
