Date,Preference_Driven,EqualWeight,MaxSharpe,VT,VOO
2023-07-03,94.24659841269842,92.81179138321995,58.00830238095239,72.22222222222223,47.22222222222222
2023-07-05,188.88645426511323,185.89984143040135,116.10328873016454,144.67529989483694,94.53488100726501
2023-07-06,283.3241617593607,278.63511422165163,174.05243727642113,216.71878003600074,141.74203658471967
2023-07-07,376.7730909833195,370.53844420932063,231.5351973887477,287.87606306743976,188.5642441586112
2023-07-10,469.88958326332664,462.432071742598,288.80424994953154,359.21951752806797,235.27746991331213
2023-07-11,563.3944881634111,554.7274848081069,346.29554338746084,430.78639809095785,282.1159183468581
2023-07-12,657.751660742859,647.8216921857185,404.19122859143977,502.9713896250895,329.2546648988862
2023-07-13,752.4679508531783,741.4596620918554,462.42423534239185,575.9978942477428,376.7644303303815
2023-07-14,847.5898984311095,835.5526311738978,521.0060444865134,649.865929947654,424.6614555009986
2023-07-17,942.253541738517,929.3414664122089,579.549383032662,723.4658795090821,472.5202232828318
2023-07-18,1036.6373866697527,1023.1099016419734,638.1824776300273,797.2743365140557,520.5459534133179
2023-07-19,1131.6798022707017,1117.4427699205842,697.2546340612171,871.5296217385707,568.9357452000663
2023-07-20,1227.4837186352584,1212.2749054551327,756.547068729282,945.8519210023995,617.4298879960452
2023-07-21,1323.9343646744983,1307.3476731725486,815.8225150063222,1019.6678133517494,665.607502822152
2023-07-24,1420.7375353383497,1402.5394199472619,875.1592978970278,1093.51351903355,713.7909190036845
2023-07-25,1518.0121912345764,1498.0546726004818,934.7207532115665,1167.6273048575881,762.1783917160313
2023-07-26,1615.2561518337002,1593.586324383166,994.3809135229648,1241.9645107876424,810.7084764958139
2023-07-27,1712.5524771277062,1689.2937367034403,1053.9891802945745,1316.4357567888155,859.2501603170261
2023-07-28,1809.4431021289167,1784.3547159365614,1113.2364080046082,1390.415502541735,907.462564928579
2023-07-31,1906.9325122678622,1879.9725091886123,1172.9516205132393,1465.16230600324,956.1445380734039
2023-08-01,2004.4821987359817,1975.7508523886468,1232.689011071081,1540.0729328870873,1004.9204263926517
2023-08-02,2101.566162214807,2071.117181517622,1292.2828417533083,1614.529284214526,1053.5455822146366
2023-08-03,2197.8629942917946,2165.7319884912067,1351.256957518396,1687.7419722588593,1101.497105633692
2023-08-04,2294.0330057410147,2260.077817223641,1410.0634355141376,1760.7982782214722,1149.312970539095
2023-08-07,2389.7186199653775,2354.0538987959985,1468.550640695243,1833.7205201279844,1196.8946199381978
2023-08-08,2486.1740625255193,2448.76210616957,1527.5647366663059,1907.1789702889355,1244.9052797544948
2023-08-09,2582.2597689901863,2543.036321921312,1586.3284207606362,1980.1831329009872,1292.7083934201105
2023-08-10,2678.2463863948647,2637.074456006663,1644.7761106699736,2052.889408034596,1340.1938085703887
2023-08-11,2774.30670675168,2731.0802543444165,1703.2247634284386,2125.7074052137036,1387.707048944065
2023-08-14,2870.647404674441,2825.2258158992395,1761.6723126293175,2198.2647515987046,1435.1762415817964
2023-08-15,2966.929857148826,2919.313247051223,1820.3080430193827,2270.881676678643,1482.913265296387
2023-08-16,3062.0803603001305,3012.2595790754604,1878.3073416156024,2342.6421700113438,1530.1030241464077
2023-08-17,3156.745549410552,3104.629058222145,1935.9585430844486,2413.85903173772,1576.9437843155122
2023-08-18,3251.4338905359155,3196.474757428335,1993.251634755344,2484.6067172377084,1623.4054088447438
2023-08-21,3346.3513529448473,3288.4573640693334,2050.6185482740398,2555.309724712739,1669.9099289115625
2023-08-22,3441.08805673584,3380.4042100320667,2108.084920061973,2626.362757020528,1716.721704320068
2023-08-23,3535.3524291594154,3472.0278055677763,2165.3856291074035,2697.2668365947275,1763.4024593637246
2023-08-24,3630.122491993151,3564.282660162232,2223.182992657373,2768.982657898716,1810.5864278665845
2023-08-25,3724.160846431573,3655.8259043456264,2280.35379431484,2839.804816767376,1857.1431234380184
2023-08-28,3818.8123248675397,3747.84597877135,2337.908983345117,2911.036573167487,1904.0082375577615
2023-08-29,3913.9324392868284,3840.3916278219335,2395.799871502963,2982.856651191371,1951.181762886971
2023-08-30,4009.8851027417304,3933.7731921358195,2454.3519272819426,3055.644847030519,1999.0254566851936
2023-08-31,4106.002063672577,4027.284446401584,2513.071667407849,3128.61177895448,2047.068572534849
2023-09-01,4201.870028922493,4120.548727285453,2571.6508775233783,3201.3925334530063,2095.050240251704
2023-09-05,4297.894497347277,4214.07559835743,2630.30374944704,3274.4264854125267,2143.1339399033877
2023-09-06,4393.234016413948,4306.739565508741,2688.616786732231,3346.9987324675076,2191.0077816688317
2023-09-07,4488.038606828091,4399.037871341782,2746.60069764716,3419.153928657925,2238.551173679151
2023-09-08,4582.796039688784,4491.208605528321,2804.4262792228833,3491.011231373654,2285.9531094898134
2023-09-11,4677.90264705933,4583.519675874909,2862.406143084306,3562.898323436852,2333.419983053143
2023-09-12,4773.212680490711,4676.120545704112,2920.6722507563527,3635.366295783201,2381.1987464375416
2023-09-13,4868.5293307029415,4768.6712491392245,2978.6912232134296,3707.528945306731,2428.721274117089
2023-09-14,4963.815660036827,4861.093589118015,3036.7344460706454,3779.6096681284766,2476.2994485740105
2023-09-15,5060.06461441955,4954.389997052736,3095.316046462078,3852.420211974472,2524.28922938185
2023-09-18,5155.369189398168,5046.955973114924,3153.2192368177407,3924.6275395229595,2571.6807293577053
