ticker,articles,scored_articles,sources,top_source,top_source_articles,positive_articles,neutral_articles,negative_articles,sentiment_mean,sentiment_std,sentiment_min,sentiment_max,latest_sentiment,calendar_days,calendar_days_with_news,business_days,business_days_with_news,calendar_coverage_pct,business_coverage_pct,first_news_date,last_news_date
VIGI,55,55,2,SeekingAlpha,45,12,33,10,-0.003701,0.072985,-0.219039,0.1552,0.004126,253,48,181,44,18.9723,24.3094,2025-09-15,2026-05-19
