ticker,articles,scored_articles,sources,top_source,top_source_articles,positive_articles,neutral_articles,negative_articles,sentiment_mean,sentiment_std,sentiment_min,sentiment_max,latest_sentiment,calendar_days,calendar_days_with_news,business_days,business_days_with_news,calendar_coverage_pct,business_coverage_pct,first_news_date,last_news_date
MISL,47,47,3,SeekingAlpha,24,19,19,9,0.266846,0.125941,0.0,0.519815,0.029524,253,40,181,38,15.8103,20.9945,2025-09-19,2026-05-12
