ticker,articles,scored_articles,sources,top_source,top_source_articles,positive_articles,neutral_articles,negative_articles,sentiment_mean,sentiment_std,sentiment_min,sentiment_max,latest_sentiment,calendar_days,calendar_days_with_news,business_days,business_days_with_news,calendar_coverage_pct,business_coverage_pct,first_news_date,last_news_date
SDY,48,48,3,SeekingAlpha,28,11,29,8,0.130513,0.216147,-0.163348,0.802411,-0.049198,253,47,181,42,18.5771,23.2044,2025-09-23,2026-05-22
