ticker,articles,scored_articles,sources,top_source,top_source_articles,positive_articles,neutral_articles,negative_articles,sentiment_mean,sentiment_std,sentiment_min,sentiment_max,latest_sentiment,calendar_days,calendar_days_with_news,business_days,business_days_with_news,calendar_coverage_pct,business_coverage_pct,first_news_date,last_news_date
SLYG,79,79,3,SeekingAlpha,68,37,29,13,0.307849,0.156223,0.170877,0.950688,0.22758,253,66,181,60,26.087,33.1492,2025-09-12,2026-05-19
