ticker,articles,scored_articles,sources,top_source,top_source_articles,positive_articles,neutral_articles,negative_articles,sentiment_mean,sentiment_std,sentiment_min,sentiment_max,latest_sentiment,calendar_days,calendar_days_with_news,business_days,business_days_with_news,calendar_coverage_pct,business_coverage_pct,first_news_date,last_news_date
IWV,35,35,1,SeekingAlpha,35,12,15,8,0.053623,0.258642,-0.946298,0.315002,0.182591,253,30,181,23,11.8577,12.7072,2025-09-16,2026-04-22
