ticker,articles,scored_articles,sources,top_source,top_source_articles,positive_articles,neutral_articles,negative_articles,sentiment_mean,sentiment_std,sentiment_min,sentiment_max,latest_sentiment,calendar_days,calendar_days_with_news,business_days,business_days_with_news,calendar_coverage_pct,business_coverage_pct,first_news_date,last_news_date
SIL,177,177,3,Benzinga,99,64,58,55,0.10822,0.169623,-0.06824,0.887667,0.000238,253,102,181,99,40.3162,54.6961,2025-09-19,2026-05-22
