ticker,articles,scored_articles,sources,top_source,top_source_articles,positive_articles,neutral_articles,negative_articles,sentiment_mean,sentiment_std,sentiment_min,sentiment_max,latest_sentiment,calendar_days,calendar_days_with_news,business_days,business_days_with_news,calendar_coverage_pct,business_coverage_pct,first_news_date,last_news_date
DBEF,47,47,1,SeekingAlpha,47,10,25,12,-0.05884,0.123943,-0.337661,0.191307,-0.121717,253,41,181,40,16.2055,22.0994,2025-09-22,2026-05-19
