Strategy,Cumulative_Return_%,CAGR_%,Arithmetic_Annual_Return_%,Annualized_Volatility_%,Sharpe,Max_Drawdown_%,Total_Contributed,Ending_Value,Net_Profit,Profit_on_Contributed_%,Capital_Gain_Ending_Value,Dividend_Cash,Total_Wealth,Capital_Gain_Return_%,Dividend_Income_Return_%,Total_Wealth_Return_%
Preference_Driven,118.43165763368857,11.940224199065863,12.548413726953845,15.680600649681473,0.5451585636247609,-38.45101082355661,1000000.0,2184316.5763368877,1184316.5763368877,118.43165763368877,1790364.2047007696,393952.3716361179,2184316.5763368877,79.03642047007696,39.39523716361179,118.43165763368877
EqualWeight,129.49186770981203,12.741317405073227,13.541216557212705,17.387090312358094,0.5487529187348364,-35.829769464556406,1000000.0,2294918.677098127,1294918.677098127,129.4918677098127,2074288.9450307842,220629.7320673429,2294918.677098127,107.42889450307842,22.06297320673429,129.4918677098127
MaxSharpe,117.82192993977345,11.895059883073289,13.251903541546298,19.905167586300816,0.4647990779999092,-32.70395436914482,1000000.0,2178219.2993977326,1178219.2993977326,117.82192993977326,2022033.0053551672,156186.29404256545,2178219.2993977326,102.20330053551672,15.618629404256545,117.82192993977326
VT,152.62622553653472,14.315426506959227,15.094562244022846,18.3031808646362,0.6061548714441644,-33.716298044601324,1000000.0,2526262.255365349,1526262.255365349,152.6262255365349,2342870.849657111,183391.40570823822,2526262.255365349,134.2870849657111,18.339140570823822,152.6262255365349
VOO,192.64426676922417,16.768145903288413,17.442916564173533,19.486419895951183,0.6898607664184969,-33.67074724426089,1000000.0,2926442.6676922445,1926442.6676922445,192.64426676922446,2789915.0074234926,136527.66026875188,2926442.6676922445,178.99150074234927,13.652766026875188,192.64426676922446
