Strategy,Rebalance_Date,Evaluation_Date,Forward_Period_Return,Preference_Score,Score_Return_CAGR,Score_Return_Div,Score_Risk_Vol,Score_Risk_MaxDD,Score_Cost,Score_Liq_Volume,Score_Liq_AUM,Score_Div_Score,Score_FinBERT,Portfolio_Volatility,Raw_Return_CAGR_%,Raw_Dividend_Yield_%,Raw_Expense_Ratio_%,Raw_Liquidity_Volume_M,Raw_Liquidity_AUM_B,Raw_FinBERT_Score,Raw_Portfolio_Volatility_%,Raw_Portfolio_MaxDD_%,Raw_Sector_HHI
Preference_Driven,2019-07-01,2019-09-30,0.019824632811421328,0.6174759203290985,0.357890250643742,0.6781624937810478,0.8690228061755088,0.6392525268415172,0.9842332225589459,0.4567682892156971,0.9276166885703492,0.8755087662082752,0.0,0.10881498264138807,9.758899575840964,2.9968000600184492,0.04241633723483022,2.762516806383539,79.42899121107236,0.0,10.881498264138807,-18.235564669995096,0.12449123379172473
EqualWeight,2019-07-01,2019-09-30,0.014986705851783633,0.5483153599422956,0.3882561358859903,0.4078371712485791,0.8451814134059262,0.5007781885479532,0.894067369511512,0.3138151462895654,0.6327196616821444,0.878762294288002,0.0,0.11406008905069623,11.856159523065365,1.8022324597474708,0.11342194650968432,2.7057784950062067,62.24362554431751,0.0,11.406008905069623,-17.628918317986585,0.12123770571199798
MaxSharpe,2019-07-01,2019-09-30,0.021974937150434082,0.507154772228903,0.46673747893465745,0.26681783567975637,0.8023484983450545,0.5453541497776135,0.8425118839383932,0.5002759651056862,0.6335134015707701,0.6711116931400786,0.0,0.12348333036408801,17.276577076094405,1.1790680158688434,0.15402189139851533,8.49885738899413,68.14909448526069,0.0,12.348333036408803,-16.378969626566303,0.32888830685992143
VT,2019-07-01,2019-09-30,-0.0028742569995823253,0.60629768669219,0.35676235537089457,0.411857886399638,0.8237064637519911,1.0,0.9619047619047618,0.35013630490632075,0.9184835516853215,0.833429614233,0.0,0.11878457797456196,9.681,1.82,0.06,1.5196549071618037,76.01,0.0,11.878457797456196,-19.97257124795976,0.166570385767
VOO,2019-07-01,2019-09-30,0.01202842523550851,0.6074316481116641,0.4101993996494951,0.26929169495360944,0.784750648630483,1.0,1.0,0.48749499768051885,1.0,0.82651345463,0.0,0.12735485730129373,13.3717,1.19,0.03,2.617830106100796,994.36,0.0,12.735485730129373,-19.476775103229084,0.17348654537
Preference_Driven,2019-09-30,2019-12-31,0.07865119621984018,0.5978259433468692,0.2791777530321648,0.6784879141914821,0.8702236862253794,0.5511462362224628,0.9873640963280725,0.4891156781421587,0.9198304239787135,0.8740772136647471,0.0,0.10855078903041654,10.651391049304689,2.998238092812159,0.0399507741416429,3.0868647724032443,77.07693453834904,0.0,10.855078903041655,-18.71660726510605,0.12592278633525292
EqualWeight,2019-09-30,2019-12-31,0.07083765612308812,0.5526045348726113,0.2998330223022002,0.46081917027167846,0.8661988318040741,0.5546516356986099,0.89009825155694,0.34293005007032623,0.6394740462722854,0.8942256810502907,0.0,0.1094362570031037,12.333791146803017,2.036359913430547,0.1165476268989095,2.761409497376924,62.44416636784784,0.0,10.94362570031037,-16.76097453499112,0.10577431894970935
MaxSharpe,2019-09-30,2019-12-31,0.05163539322491806,0.5882006044879763,0.3466374975279477,0.4056430600818134,0.9149641555650416,1.0,0.9263048966850345,0.5064592379506663,0.5383679132051216,0.7959006956883052,0.0,0.09870788577569084,16.146080042856717,1.7925366825015332,0.08803489386053534,10.944203170842046,22.49781181453543,0.0,9.870788577569083,-11.950578351738494,0.20409930431169476
VT,2019-09-30,2019-12-31,0.09546661172462811,0.5982619604892851,0.29893075212970255,0.411857886399638,0.8238881462742003,1.0,0.9619047619047618,0.3655666144215399,0.9184835516853215,0.833429614233,0.0,0.11874460781967593,12.2603,1.82,0.06,1.593975331564987,76.01,0.0,11.874460781967592,-19.97257124795979,0.166570385767
VOO,2019-09-30,2019-12-31,0.09349802539672036,0.5957250283571991,0.33207568033746515,0.26929169495360944,0.7823556396229736,1.0,1.0,0.49497847826153474,1.0,0.82651345463,0.0,0.12788175928294582,14.96,1.19,0.03,2.632352122015915,994.36,0.0,12.788175928294581,-19.476775103229073,0.17348654537
