Strategy,Cumulative_Return_%,CAGR_%,Arithmetic_Annual_Return_%,Annualized_Volatility_%,Sharpe,Max_Drawdown_%,Total_Contributed,Ending_Value,Net_Profit,Profit_on_Contributed_%,Capital_Gain_Ending_Value,Dividend_Cash,Total_Wealth,Capital_Gain_Return_%,Dividend_Income_Return_%,Total_Wealth_Return_%
Preference_Driven,128.48019405108388,12.669431048386649,13.33348945107679,16.55294904391479,0.5638565929439611,-33.97072342791666,1000000.0,2284801.940510833,1284801.9405108332,128.48019405108332,1995298.9270650016,289503.0134458314,2284801.940510833,99.52989270650015,28.95030134458314,128.48019405108332
EqualWeight,128.8053338596991,12.692564111492931,13.505211149793887,17.429331274657216,0.5453571912775996,-35.85122721242611,1000000.0,2288053.3385969987,1288053.3385969987,128.80533385969989,2068650.9648510502,219402.37374594857,2288053.3385969987,106.86509648510503,21.940237374594858,128.80533385969989
MaxSharpe,114.72512202462744,11.66398639005244,13.063964019902622,20.001493927221787,0.4531643512671159,-32.69800324259666,1000000.0,2147251.220246275,1147251.220246275,114.7251220246275,1992909.8932973864,154341.32694888877,2147251.220246275,99.29098932973864,15.434132694888877,114.7251220246275
VT,152.62622553653472,14.315426506959227,15.094562244022846,18.3031808646362,0.6061548714441644,-33.716298044601324,1000000.0,2526262.255365349,1526262.255365349,152.6262255365349,2342870.849657111,183391.40570823822,2526262.255365349,134.2870849657111,18.339140570823822,152.6262255365349
VOO,192.64426676922417,16.768145903288413,17.442916564173533,19.486419895951183,0.6898607664184969,-33.67074724426089,1000000.0,2926442.6676922445,1926442.6676922445,192.64426676922446,2789915.0074234926,136527.66026875188,2926442.6676922445,178.99150074234927,13.652766026875188,192.64426676922446
