Strategy,Cumulative_Return_%,CAGR_%,Annualized_Volatility_%,Sharpe,Max_Drawdown_%
Preference_Driven,50.2495100258685,8.253808661494745,15.5753141352105,0.34604222886229535,-26.697205424829264
VOO,97.72671290380883,14.201952614749057,16.71332895467152,0.6534321650956204,-24.52071798755061
