Strategy,Cumulative_Return_%,CAGR_%,Arithmetic_Annual_Return_%,Annualized_Volatility_%,Sharpe,Max_Drawdown_%,Total_Contributed,Ending_Value,Net_Profit,Profit_on_Contributed_%,Capital_Gain_Ending_Value,Dividend_Cash,Total_Wealth,Capital_Gain_Return_%,Dividend_Income_Return_%,Total_Wealth_Return_%
Preference_Driven,89.86975979598539,9.69832406334794,10.267766283753046,14.01543579813877,0.4472045232147113,-35.147158846389345,1000000.0,1898697.59795985,898697.59795985,89.86975979598499,1596769.2300849624,301928.3678748874,1898697.59795985,59.67692300849624,30.19283678748874,89.86975979598499
EqualWeight,129.64416024470216,12.75211534382712,13.556581952632904,17.420171736702834,0.5485928667682415,-35.850985459916174,1000000.0,2296441.6024470194,1296441.6024470194,129.64416024470194,2076006.0311697714,220435.57127724783,2296441.6024470194,107.60060311697714,22.04355712772478,129.64416024470194
MaxSharpe,117.82041419528464,11.894947472721839,13.251812857344161,19.90521757756869,0.4647933548724474,-32.70398130791773,1000000.0,2178204.141952834,1178204.141952834,117.82041419528342,2022019.3946319628,156184.7473208713,2178204.141952834,102.20193946319627,15.618474732087131,117.82041419528342
VT,152.62622553653472,14.315426506959227,15.094562244022846,18.3031808646362,0.6061548714441644,-33.716298044601324,1000000.0,2526262.255365349,1526262.255365349,152.6262255365349,2342870.849657111,183391.40570823822,2526262.255365349,134.2870849657111,18.339140570823822,152.6262255365349
VOO,192.64426676922417,16.768145903288413,17.442916564173533,19.486419895951183,0.6898607664184969,-33.67074724426089,1000000.0,2926442.6676922445,1926442.6676922445,192.64426676922446,2789915.0074234926,136527.66026875188,2926442.6676922445,178.99150074234927,13.652766026875188,192.64426676922446
