Rebalance_Date,ETF,Weight
2021-06-30,SCHF,0.314912
2021-06-30,VTV,0.0
2021-06-30,VIG,0.0
2021-06-30,XLP,0.4
2021-06-30,SCHD,0.0
2021-06-30,XYLD,0.285088
2021-06-30,SCHV,0.0
2021-06-30,USMV,0.0
2021-06-30,SPLV,0.0
2021-06-30,SCHC,0.0
2021-06-30,DGRO,0.0
2021-06-30,VT,0.0
2021-06-30,VO,0.0
2021-06-30,FNDC,0.0
2021-06-30,DIVO,0.0
2021-06-30,RSP,0.0
2021-06-30,XLV,0.0
2021-06-30,FVD,0.0
2021-06-30,IWX,0.0
2021-06-30,IWR,0.0
2021-06-30,VOE,0.0
2021-06-30,USPX,0.0
2021-06-30,DGRW,0.0
2021-06-30,DLN,0.0
2021-06-30,VTI,0.0
2021-06-30,IVV,0.0
2021-06-30,FNDX,0.0
2021-06-30,FLQL,0.0
2021-06-30,WTV,0.0
2021-06-30,EQWL,0.0
2021-06-30,SCHM,0.0
2021-06-30,VB,0.0
2021-06-30,IJH,0.0
2021-06-30,SPYD,0.0
2021-06-30,VXF,0.0
2021-06-30,COWZ,0.0
2021-06-30,VBR,0.0
2021-06-30,SCHA,0.0
2021-06-30,IJR,0.0
2021-06-30,VUG,0.0
2021-08-02,SCHF,0.336842
2021-08-02,VTV,0.0
2021-08-02,VIG,0.0
2021-08-02,XLP,0.4
2021-08-02,SCHD,0.0
2021-08-02,SCHV,0.0
2021-08-02,XYLD,0.263158
2021-08-02,USMV,0.0
2021-08-02,DGRO,0.0
2021-08-02,SCHC,0.0
2021-08-02,VT,0.0
2021-08-02,SPLV,0.0
2021-08-02,DIVO,0.0
2021-08-02,VDC,0.0
2021-08-02,VO,0.0
2021-08-02,XLV,0.0
2021-08-02,FVD,0.0
2021-08-02,RSP,0.0
2021-08-02,FNDC,0.0
2021-08-02,IWX,0.0
2021-08-02,USPX,0.0
2021-08-02,VOE,0.0
2021-08-02,IWR,0.0
2021-08-02,VTI,0.0
2021-08-02,IVV,0.0
2021-08-02,DLN,0.0
2021-08-02,DGRW,0.0
2021-08-02,FLQL,0.0
2021-08-02,WTV,0.0
2021-08-02,EQWL,0.0
2021-08-02,NULV,0.0
2021-08-02,PRF,0.0
2021-08-02,SCHM,0.0
2021-08-02,IJH,0.0
2021-08-02,VB,0.0
2021-08-02,PBUS,0.0
2021-08-02,VXF,0.0
2021-08-02,SPYD,0.0
2021-08-02,VBR,0.0
2021-08-02,SCHA,0.0
2021-08-02,IJR,0.0
2021-08-02,VUG,0.0
2021-08-31,SCHF,0.249123
2021-08-31,VTV,0.0
2021-08-31,VIG,0.0
2021-08-31,XLP,0.4
2021-08-31,XYLD,0.350877
2021-08-31,SCHD,0.0
2021-08-31,USMV,0.0
2021-08-31,SCHV,0.0
2021-08-31,SPLV,0.0
2021-08-31,DGRO,0.0
2021-08-31,SCHC,0.0
2021-08-31,VT,0.0
2021-08-31,VDC,0.0
2021-08-31,VO,0.0
2021-08-31,DIVO,0.0
2021-08-31,FVD,0.0
2021-08-31,XLV,0.0
2021-08-31,RSP,0.0
2021-08-31,FNDC,0.0
2021-08-31,IWX,0.0
2021-08-31,USPX,0.0
2021-08-31,VOE,0.0
2021-08-31,DLN,0.0
2021-08-31,DGRW,0.0
2021-08-31,FLQL,0.0
2021-08-31,VTI,0.0
2021-08-31,IVV,0.0
2021-08-31,NULV,0.0
2021-08-31,WTV,0.0
2021-08-31,EQWL,0.0
2021-08-31,IJH,0.0
2021-08-31,SCHM,0.0
2021-08-31,VB,0.0
2021-08-31,COWZ,0.0
2021-08-31,VXF,0.0
2021-08-31,PHO,0.0
2021-08-31,SPYD,0.0
2021-08-31,VBR,0.0
2021-08-31,IJR,0.0
2021-08-31,VUG,0.0
2021-09-30,SCHF,0.249123
2021-09-30,XYLD,0.350877
2021-09-30,VO,0.0
2021-09-30,SCHD,0.0
2021-09-30,VTV,0.0
2021-09-30,XLP,0.4
2021-09-30,VIG,0.0
2021-09-30,VT,0.0
2021-09-30,DGRO,0.0
2021-09-30,USMV,0.0
2021-09-30,SCHV,0.0
2021-09-30,HDV,0.0
2021-09-30,IVV,0.0
2021-09-30,SPLV,0.0
2021-09-30,VTI,0.0
2021-09-30,FVD,0.0
2021-09-30,SCHC,0.0
2021-09-30,VDC,0.0
2021-09-30,DIVO,0.0
2021-09-30,RSP,0.0
2021-09-30,XLV,0.0
2021-09-30,SCHM,0.0
2021-09-30,FDVV,0.0
2021-09-30,USPX,0.0
2021-09-30,IWX,0.0
2021-09-30,WTV,0.0
2021-09-30,DLN,0.0
2021-09-30,IJH,0.0
2021-09-30,PRF,0.0
2021-09-30,RWL,0.0
2021-09-30,TILT,0.0
2021-09-30,SUSA,0.0
2021-09-30,JHMM,0.0
2021-09-30,VB,0.0
2021-09-30,SPGP,0.0
2021-09-30,SPYD,0.0
2021-09-30,SCHA,0.0
2021-09-30,VUG,0.0
