Strategy,Cumulative_Return_%,CAGR_%,Arithmetic_Annual_Return_%,Annualized_Volatility_%,Sharpe,Max_Drawdown_%,Total_Contributed,Ending_Value,Net_Profit,Profit_on_Contributed_%,Capital_Gain_Ending_Value,Dividend_Cash,Total_Wealth,Capital_Gain_Return_%,Dividend_Income_Return_%,Total_Wealth_Return_%
Preference_Driven,54.807790097235085,9.348797458772818,9.525314712368349,10.607208965171793,0.5209018442561494,-16.155186522803323,1000000.0,1548077.900972352,548077.9009723519,54.807790097235184,1386429.4602559921,161648.44071635982,1548077.900972352,38.642946025599215,16.16484407163598,54.807790097235184
EqualWeight,64.57171910415893,10.725133962300415,11.153054987162605,13.689223359574898,0.5225318339304775,-20.189184336999656,1000000.0,1645717.1910415874,645717.1910415874,64.57171910415875,1522114.3937634672,123602.79727812008,1645717.1910415874,52.211439376346725,12.360279727812008,64.57171910415875
MaxSharpe,50.80384500107549,8.764367205540013,9.613236700364428,15.406789780060576,0.3643352561108521,-29.89709769313412,1000000.0,1508038.4500107558,508038.4500107558,50.80384500107557,1424345.7777833347,83692.67222742116,1508038.4500107558,42.43457777833347,8.369267222742117,50.80384500107557
VT,75.37012051730758,12.173609825822474,12.734877491342475,15.599570590309748,0.5599434574672503,-24.7386523127227,1000000.0,1753701.2051730775,753701.2051730775,75.37012051730775,1654481.6075193787,99219.5976536989,1753701.2051730775,65.44816075193786,9.921959765369891,75.37012051730775
VOO,93.63903616007761,14.470120379360441,14.924448208012514,16.572587859727342,0.659187828749411,-23.58216378296879,1000000.0,1936390.3616007743,936390.3616007743,93.63903616007744,1864587.5967472533,71802.76485352097,1936390.3616007743,86.45875967472533,7.180276485352096,93.63903616007744
